"","time","ISense [mV]","Current [A]","USample [mV]"
"185",3729845803.438,4.176432,0.8352864,0.302862
"186",3729845803.873,4.122957,0.8245914,0.300069
"187",3729845804.308,4.124449,0.8248898,0.301048
"188",3729845804.745,4.128547,0.8257094,0.300767
"189",3729845805.18,4.143466,0.8286932,0.303059
"190",3729845805.607,4.136296,0.8272592,0.298179
"191",3729845806.039,4.156882,0.8313764,0.298374
"192",3729845806.474,4.148101,0.8296202,0.2992
"193",3729845806.91,4.12673,0.825346,0.300198
"194",3729845807.35,4.142327,0.8284654,0.296409
"195",3729845807.786,4.165641,0.8331282,0.293979
"196",3729845808.211,4.145543,0.8291086,0.300294
"197",3729845808.645,4.136217,0.8272434,0.301716
"198",3729845809.076,4.140935,0.828187,0.297658
"199",3729845809.51,4.152034,0.8304068,0.297393
"200",3729845809.944,4.150011,0.8300022,0.296788
"201",3729845810.379,4.153914,0.8307828,0.296284
"202",3729845810.815,4.160283,0.8320566,0.298535
"203",3729845811.251,4.137661,0.8275322,0.297439
"204",3729845811.683,4.14789,0.829578,0.296197
"205",3729845812.117,4.14043,0.828086,0.300326
"206",3729845812.554,4.157111,0.8314222,0.298936
"207",3729845812.989,4.150541,0.8301082,0.296113
"208",3729845813.424,4.155773,0.8311546,0.303134
"209",3729845813.86,4.154564,0.8309128,0.299188
"210",3729845814.299,4.157502,0.8315004,0.298243
"211",3729845814.735,4.142178,0.8284356,0.298183
"212",3729845815.175,4.147792,0.8295584,0.30118
"213",3729845815.606,4.143054,0.8286108,0.300111
"214",3729845816.042,4.167407,0.8334814,0.301803
"215",3729845816.483,4.141195,0.828239,0.300293
"216",3729845816.922,4.131749,0.8263498,0.298003
"217",3729845817.363,4.136037,0.8272074,0.299291
"218",3729845817.798,4.136936,0.8273872,0.299588
"219",3729845818.235,4.14751,0.829502,0.298871
"220",3729845818.667,4.169594,0.8339188,0.299962
"221",3729845819.098,4.173688,0.8347376,0.299609
"222",3729845819.532,4.165725,0.833145,0.29902
"223",3729845819.972,4.13662,0.827324,0.304678
"224",3729845820.407,4.153071,0.8306142,0.303364
"225",3729845820.843,4.143201,0.8286402,0.299548
"226",3729845821.279,4.175333,0.8350666,0.301802
"227",3729845821.715,4.149084,0.8298168,0.301146
"228",3729845822.151,4.155199,0.8310398,0.302323
"229",3729845822.577,4.160074,0.8320148,0.306191
"230",3729845823.008,4.156842,0.8313684,0.2994
"231",3729845823.449,4.152393,0.8304786,0.300634
"232",3729845823.888,4.176091,0.8352182,0.294895
"233",3729845824.323,4.155254,0.8310508,0.301722
"234",3729845824.763,4.175908,0.8351816,0.302522
"235",3729845825.205,4.173463,0.8346926,0.300614
"236",3729845825.645,4.182784,0.8365568,0.300389
"237",3729845826.079,4.158055,0.831611,0.300854
