"","time","ISense [mV]","Current [A]","USample [mV]"
"97",3729845571.023,3.852399,0.7704798,0.215418
"98",3729845571.458,3.90427,0.780854,0.21376
"99",3729845571.895,3.927325,0.785465,0.217591
"100",3729845572.33,3.957064,0.7914128,0.216523
"101",3729845572.766,3.959659,0.7919318,0.217144
"102",3729845573.201,3.947508,0.7895016,0.216868
"103",3729845573.644,4.051679,0.8103358,0.224847
"104",3729845574.08,4.043401,0.8086802,0.228042
"105",3729845574.509,4.026388,0.8052776,0.227424
"106",3729845574.935,4.053236,0.8106472,0.222544
"107",3729845575.369,4.035467,0.8070934,0.223716
"108",3729845575.805,4.0589,0.81178,0.226152
"109",3729845576.24,4.137571,0.8275142,0.226495
"110",3729845576.675,4.107938,0.8215876,0.231112
"111",3729845577.111,4.117808,0.8235616,0.230434
"112",3729845577.546,4.135774,0.8271548,0.23391
"113",3729845577.985,4.09108,0.818216,0.227594
"114",3729845578.421,4.128707,0.8257414,0.234399
"115",3729845578.859,4.16482,0.832964,0.228588
"116",3729845579.295,4.174375,0.834875,0.229042
"117",3729845579.733,4.169485,0.833897,0.233894
"118",3729845580.167,4.10181,0.820362,0.231029
"119",3729845580.603,4.107065,0.821413,0.227862
"120",3729845581.047,4.12679,0.825358,0.230173
"121",3729845581.48,4.129337,0.8258674,0.23053
"122",3729845581.911,4.151352,0.8302704,0.230562
"123",3729845582.344,4.146895,0.829379,0.230822
"124",3729845582.78,4.153081,0.8306162,0.232983
"125",3729845583.217,4.157805,0.831561,0.23027
"126",3729845583.652,4.15624,0.831248,0.233067
"127",3729845584.087,4.13493,0.826986,0.227175
"128",3729845584.522,4.136949,0.8273898,0.229631
"129",3729845584.957,4.179515,0.835903,0.23204
"130",3729845585.393,4.131623,0.8263246,0.231112
"131",3729845585.829,4.141124,0.8282248,0.231359
"132",3729845586.265,4.112078,0.8224156,0.235123
"133",3729845586.7,4.131096,0.8262192,0.229443
"134",3729845587.142,4.180884,0.8361768,0.231861
"135",3729845587.577,4.153084,0.8306168,0.230573
"136",3729845588.014,4.169681,0.8339362,0.230733
"137",3729845588.456,4.160841,0.8321682,0.232504
"138",3729845588.88,4.138801,0.8277602,0.230888
"139",3729845589.315,4.120193,0.8240386,0.230838
"140",3729845589.75,4.134601,0.8269202,0.229259
"141",3729845590.185,4.114502,0.8229004,0.228792
"142",3729845590.621,4.169869,0.8339738,0.233506
"143",3729845591.057,4.18143,0.836286,0.23155
"144",3729845591.485,4.100042,0.8200084,0.228326
"145",3729845591.919,4.138718,0.8277436,0.229373
"146",3729845592.354,4.154996,0.8309992,0.230777
"147",3729845592.787,4.149686,0.8299372,0.232158
"148",3729845593.221,4.100669,0.8201338,0.231475
"149",3729845593.657,4.131821,0.8263642,0.228743
"150",3729845594.093,4.15096,0.830192,0.229193
"151",3729845594.528,4.123397,0.8246794,0.231322
"152",3729845594.964,4.122159,0.8244318,0.231961
"153",3729845595.4,4.111843,0.8223686,0.22999
"154",3729845595.836,4.110771,0.8221542,0.228859
"155",3729845596.272,4.116956,0.8233912,0.229586
"156",3729845596.708,4.11853,0.823706,0.229426
"157",3729845597.143,4.11643,0.823286,0.229141
"158",3729845597.572,4.129436,0.8258872,0.227488
"159",3729845598.006,4.141014,0.8282028,0.228777
"160",3729845598.447,4.165743,0.8331486,0.233745
"161",3729845598.885,4.15523,0.831046,0.230126
"162",3729845599.322,4.120872,0.8241744,0.22881
"163",3729845599.758,4.119645,0.823929,0.227322
"164",3729845600.187,4.131684,0.8263368,0.231512
"165",3729845600.622,4.144225,0.828845,0.229797
"166",3729845601.057,4.154189,0.8308378,0.230609
"167",3729845601.487,4.118431,0.8236862,0.225812
"168",3729845601.92,4.162792,0.8325584,0.231822
"169",3729845602.359,4.133086,0.8266172,0.229141
"170",3729845602.797,4.14048,0.828096,0.230167
"171",3729845603.233,4.130338,0.8260676,0.228907
"172",3729845603.668,4.150816,0.8301632,0.23114
"173",3729845604.093,4.187154,0.8374308,0.227122
"174",3729845604.523,4.172073,0.8344146,0.232382
"175",3729845604.96,4.141765,0.828353,0.231692
"176",3729845605.395,4.148893,0.8297786,0.228248
"177",3729845605.828,4.133396,0.8266792,0.226139
"178",3729845606.261,4.148386,0.8296772,0.227129
"179",3729845606.697,4.143586,0.8287172,0.225757
"180",3729845607.135,4.177296,0.8354592,0.227333
"181",3729845607.572,4.17717,0.835434,0.234759
"182",3729845608.009,4.167895,0.833579,0.230578
"183",3729845608.448,4.172769,0.8345538,0.235704
"184",3729845608.884,4.165335,0.833067,0.231468
"185",3729845609.327,4.15507,0.831014,0.233071
"186",3729845609.763,4.130723,0.8261446,0.232252
"187",3729845610.199,4.174336,0.8348672,0.232162
"188",3729845610.635,4.170103,0.8340206,0.23218
"189",3729845611.076,4.14344,0.828688,0.232117
"190",3729845611.508,4.141842,0.8283684,0.230364
"191",3729845611.946,4.134355,0.826871,0.231078
"192",3729845612.382,4.132245,0.826449,0.229409
"193",3729845612.821,4.156287,0.8312574,0.234694
"194",3729845613.257,4.155858,0.8311716,0.231849
"195",3729845613.694,4.166075,0.833215,0.229756
"196",3729845614.13,4.135671,0.8271342,0.234434
"197",3729845614.57,4.175552,0.8351104,0.233283
"198",3729845615.009,4.142468,0.8284936,0.232823
"199",3729845615.448,4.106739,0.8213478,0.231812
"200",3729845615.884,4.152833,0.8305666,0.231973
"201",3729845616.323,4.139383,0.8278766,0.230329
"202",3729845616.758,4.128232,0.8256464,0.230933
"203",3729845617.198,4.143561,0.8287122,0.232396
"204",3729845617.633,4.140304,0.8280608,0.230046
"205",3729845618.072,4.158829,0.8317658,0.229378
"206",3729845618.506,4.144598,0.8289196,0.22999
"207",3729845618.942,4.150334,0.8300668,0.233044
"208",3729845619.381,4.130866,0.8261732,0.230912
"209",3729845619.819,4.166594,0.8333188,0.233391
"210",3729845620.25,4.148155,0.829631,0.231876
"211",3729845620.684,4.145553,0.8291106,0.231362
"212",3729845621.12,4.132361,0.8264722,0.23177
"213",3729845621.556,4.132614,0.8265228,0.231304
"214",3729845621.992,4.142541,0.8285082,0.232377
"215",3729845622.428,4.162241,0.8324482,0.228363
"216",3729845622.861,4.180448,0.8360896,0.232191
"217",3729845623.296,4.173605,0.834721,0.235444
"218",3729845623.732,4.135525,0.827105,0.231794
"219",3729845624.168,4.119188,0.8238376,0.232292
"220",3729845624.606,4.145702,0.8291404,0.232423
"221",3729845625.054,4.132723,0.8265446,0.232153
"222",3729845625.489,4.159353,0.8318706,0.231911
"223",3729845625.931,4.090088,0.8180176,0.233986
"224",3729845626.366,4.106551,0.8213102,0.232726
"225",3729845626.802,4.120965,0.824193,0.229209
"226",3729845627.238,4.147238,0.8294476,0.232037
"227",3729845627.663,4.128526,0.8257052,0.230526
