"","time","ISense [mV]","Current [A]","USample [mV]"
"46",3729844232.42,2.786414,0.5572828,0.106447
"47",3729844232.86,2.789689,0.5579378,0.109392
"48",3729844233.296,2.813542,0.5627084,0.10862
"49",3729844233.736,2.830034,0.5660068,0.109315
"50",3729844234.172,2.83781,0.567562,0.113316
"51",3729844234.608,2.832197,0.5664394,0.108439
"52",3729844235.043,2.8585,0.5717,0.110979
"53",3729844235.479,2.862656,0.5725312,0.110009
"54",3729844235.92,2.875705,0.575141,0.111602
"55",3729844236.361,2.914396,0.5828792,0.111726
"56",3729844236.788,2.952362,0.5904724,0.116041
"57",3729844237.215,2.940322,0.5880644,0.113334
"58",3729844237.648,2.943688,0.5887376,0.117396
"59",3729844238.084,2.948287,0.5896574,0.113568
"60",3729844238.52,2.993454,0.5986908,0.115553
"61",3729844238.955,3.034279,0.6068558,0.119689
"62",3729844239.385,3.079867,0.6159734,0.118953
"63",3729844239.819,3.053976,0.6107952,0.119944
"64",3729844240.253,3.062882,0.6125764,0.118798
"65",3729844240.689,3.08923,0.617846,0.119126
"66",3729844241.125,3.122333,0.6244666,0.123337
"67",3729844241.561,3.145275,0.629055,0.120663
"68",3729844241.997,3.169902,0.6339804,0.119086
"69",3729844242.43,3.163258,0.6326516,0.121122
"70",3729844242.864,3.122987,0.6245974,0.120486
"71",3729844243.299,3.15618,0.631236,0.119615
"72",3729844243.736,3.16139,0.632278,0.122445
"73",3729844244.172,3.164638,0.6329276,0.122448
"74",3729844244.615,3.178052,0.6356104,0.120094
"75",3729844245.052,3.14627,0.629254,0.122631
"76",3729844245.488,3.177511,0.6355022,0.119192
"77",3729844245.923,3.212173,0.6424346,0.124084
"78",3729844246.393,3.208242,0.6416484,0.124619
"79",3729844246.824,3.216961,0.6433922,0.124143
"80",3729844247.258,3.22774,0.645548,0.122085
"81",3729844247.7,3.246085,0.649217,0.126546
"82",3729844248.136,3.248955,0.649791,0.125826
"83",3729844248.577,3.263888,0.6527776,0.124229
"84",3729844249.012,3.273241,0.6546482,0.129182
"85",3729844249.447,3.264281,0.6528562,0.126516
"86",3729844249.885,3.303226,0.6606452,0.127597
"87",3729844250.324,3.358192,0.6716384,0.126202
"88",3729844250.76,3.354252,0.6708504,0.132205
"89",3729844251.199,3.340403,0.6680806,0.132009
"90",3729844251.635,3.338091,0.6676182,0.12843
"91",3729844252.075,3.318517,0.6637034,0.129296
"92",3729844252.513,3.354878,0.6709756,0.1259
"93",3729844252.952,3.330617,0.6661234,0.130373
"94",3729844253.387,3.334026,0.6668052,0.132757
"95",3729844253.826,3.336121,0.6672242,0.129083
"96",3729844254.262,3.327533,0.6655066,0.129502
"97",3729844254.701,3.363275,0.672655,0.131451
"98",3729844255.143,3.418765,0.683753,0.130035
"99",3729844255.579,3.374886,0.6749772,0.131921
"100",3729844256.014,3.409362,0.6818724,0.131174
"101",3729844256.449,3.374883,0.6749766,0.132144
"102",3729844256.887,3.379564,0.6759128,0.13208
"103",3729844257.319,3.396148,0.6792296,0.129737
"104",3729844257.75,3.444237,0.6888474,0.134563
"105",3729844258.184,3.428153,0.6856306,0.134085
"106",3729844258.621,3.415119,0.6830238,0.134393
"107",3729844259.056,3.387786,0.6775572,0.12943
"108",3729844259.491,3.397748,0.6795496,0.127805
"109",3729844259.93,3.401601,0.6803202,0.131008
"110",3729844260.365,3.414791,0.6829582,0.133323
"111",3729844260.794,3.423911,0.6847822,0.131798
"112",3729844261.229,3.426419,0.6852838,0.130888
"113",3729844261.656,3.431872,0.6863744,0.134035
"114",3729844262.078,3.45923,0.691846,0.13388
"115",3729844262.51,3.443985,0.688797,0.135816
"116",3729844262.942,3.461309,0.6922618,0.135182
"117",3729844263.377,3.491716,0.6983432,0.132955
"118",3729844263.806,3.531331,0.7062662,0.138257
"119",3729844264.24,3.518526,0.7037052,0.136309
"120",3729844264.677,3.521782,0.7043564,0.139368
"121",3729844265.114,3.521542,0.7043084,0.137468
"122",3729844265.551,3.550316,0.7100632,0.137564
"123",3729844265.989,3.552729,0.7105458,0.137276
"124",3729844266.425,3.568588,0.7137176,0.134186
"125",3729844266.861,3.563266,0.7126532,0.139782
"126",3729844267.297,3.570153,0.7140306,0.13828
"127",3729844267.736,3.573107,0.7146214,0.136031
"128",3729844268.173,3.607178,0.7214356,0.140769
"129",3729844268.608,3.60808,0.721616,0.138769
"130",3729844269.043,3.625655,0.725131,0.138401
"131",3729844269.48,3.617217,0.7234434,0.141117
"132",3729844269.915,3.643671,0.7287342,0.142476
"133",3729844270.351,3.657246,0.7314492,0.142816
"134",3729844270.786,3.6521,0.73042,0.143864
"135",3729844271.22,3.678106,0.7356212,0.141022
"136",3729844271.656,3.678918,0.7357836,0.141441
"137",3729844272.092,3.685581,0.7371162,0.140149
"138",3729844272.527,3.688984,0.7377968,0.142685
"139",3729844272.963,3.717917,0.7435834,0.14452
"140",3729844273.398,3.704087,0.7408174,0.143135
"141",3729844273.829,3.706799,0.7413598,0.143245
"142",3729844274.264,3.70579,0.741158,0.142155
"143",3729844274.705,3.706072,0.7412144,0.145335
"144",3729844275.14,3.721677,0.7443354,0.145421
"145",3729844275.581,3.718354,0.7436708,0.145232
"146",3729844276.017,3.737685,0.747537,0.14567
"147",3729844276.452,3.751337,0.7502674,0.147532
"148",3729844276.882,3.769499,0.7538998,0.146456
"149",3729844277.317,3.766824,0.7533648,0.146678
"150",3729844277.747,3.773049,0.7546098,0.147466
"151",3729844278.179,3.806411,0.7612822,0.148969
"152",3729844278.614,3.811766,0.7623532,0.15006
"153",3729844279.05,3.815788,0.7631576,0.146521
"154",3729844279.486,3.820912,0.7641824,0.145911
"155",3729844279.921,3.8204,0.76408,0.147626
"156",3729844280.357,3.828987,0.7657974,0.14876
"157",3729844280.791,3.803828,0.7607656,0.1486
"158",3729844281.229,3.831541,0.7663082,0.147822
"159",3729844281.665,3.856153,0.7712306,0.145782
"160",3729844282.101,3.847076,0.7694152,0.147704
"161",3729844282.544,3.882228,0.7764456,0.147426
"162",3729844282.981,3.88757,0.777514,0.148811
"163",3729844283.423,3.876937,0.7753874,0.146814
"164",3729844283.859,3.899883,0.7799766,0.147265
"165",3729844284.294,3.905151,0.7810302,0.145306
"166",3729844284.733,3.932093,0.7864186,0.148758
"167",3729844285.176,3.921588,0.7843176,0.148958
"168",3729844285.612,3.958286,0.7916572,0.150239
"169",3729844286.047,3.988288,0.7976576,0.150606
"170",3729844286.483,3.990605,0.798121,0.152282
"171",3729844286.919,4.00703,0.801406,0.152367
"172",3729844287.354,4.005494,0.8010988,0.153212
"173",3729844287.793,4.02957,0.805914,0.154838
"174",3729844288.227,4.061458,0.8122916,0.156398
"175",3729844288.667,4.04552,0.809104,0.155425
"176",3729844289.106,4.053894,0.8107788,0.155103
"177",3729844289.542,4.083746,0.8167492,0.155222
"178",3729844289.977,4.075781,0.8151562,0.154991
"179",3729844290.415,4.091834,0.8183668,0.155977
"180",3729844290.848,4.082917,0.8165834,0.153466
"181",3729844291.285,4.073565,0.814713,0.156826
"182",3729844291.711,4.105144,0.8210288,0.155647
"183",3729844292.134,4.128253,0.8256506,0.163516
"184",3729844292.557,4.265273,0.8530546,0.180493
"185",3729844292.983,4.119772,0.8239544,0.162683
"186",3729844293.413,4.123244,0.8246488,0.16079
"187",3729844293.844,4.119708,0.8239416,0.157153
"188",3729844294.278,4.126499,0.8252998,0.156884
"189",3729844294.713,4.13378,0.826756,0.160201
"190",3729844295.149,4.128852,0.8257704,0.158955
"191",3729844295.584,4.128758,0.8257516,0.158657
"192",3729844296.02,4.143302,0.8286604,0.159775
"193",3729844296.455,4.147935,0.829587,0.159474
"194",3729844296.891,4.162103,0.8324206,0.160531
"195",3729844297.327,4.159721,0.8319442,0.159899
"196",3729844297.763,4.142249,0.8284498,0.160504
"197",3729844298.197,4.146214,0.8292428,0.157995
"198",3729844298.64,4.138231,0.8276462,0.160922
"199",3729844299.076,4.137143,0.8274286,0.158247
"200",3729844299.517,4.153204,0.8306408,0.157732
"201",3729844299.949,4.147092,0.8294184,0.161002
"202",3729844300.382,4.147242,0.8294484,0.161821
"203",3729844300.817,4.159971,0.8319942,0.158642
"204",3729844301.253,4.165904,0.8331808,0.16225
"205",3729844301.688,4.15607,0.831214,0.160067
"206",3729844302.113,4.187528,0.8375056,0.162021
"207",3729844302.536,4.186388,0.8372776,0.162598
"208",3729844302.969,4.173344,0.8346688,0.159013
"209",3729844303.402,4.167146,0.8334292,0.159492
"210",3729844303.831,4.157778,0.8315556,0.161789
"211",3729844304.264,4.158949,0.8317898,0.159151
"212",3729844304.695,4.161689,0.8323378,0.161006
"213",3729844305.13,4.152677,0.8305354,0.158556
"214",3729844305.566,4.151633,0.8303266,0.16128
"215",3729844306.002,4.13993,0.827986,0.161016
"216",3729844306.437,4.141372,0.8282744,0.158764
"217",3729844306.872,4.140919,0.8281838,0.160444
"218",3729844307.308,4.142017,0.8284034,0.161532
"219",3729844307.743,4.141276,0.8282552,0.160811
"220",3729844308.168,4.14704,0.829408,0.158844
"221",3729844308.602,4.145804,0.8291608,0.157891
"222",3729844309.039,4.14235,0.82847,0.161942
"223",3729844309.481,4.130603,0.8261206,0.160285
"224",3729844309.914,4.151978,0.8303956,0.160298
"225",3729844310.352,4.140962,0.8281924,0.156528
"226",3729844310.789,4.149584,0.8299168,0.159256
"227",3729844311.228,4.142762,0.8285524,0.159807
"228",3729844311.664,4.140658,0.8281316,0.159748
"229",3729844312.102,4.138341,0.8276682,0.157293
"230",3729844312.544,4.146141,0.8292282,0.159702
"231",3729844312.983,4.140041,0.8280082,0.159475
"232",3729844313.419,4.146899,0.8293798,0.159665
"233",3729844313.854,4.138385,0.827677,0.160322
"234",3729844314.288,4.145253,0.8290506,0.16138
"235",3729844314.725,4.142556,0.8285112,0.158923
"236",3729844315.161,4.143647,0.8287294,0.16138
"237",3729844315.597,4.142651,0.8285302,0.163858
"238",3729844316.033,4.145352,0.8290704,0.160441
"239",3729844316.468,4.143748,0.8287496,0.160863
"240",3729844316.903,4.143429,0.8286858,0.162405
"241",3729844317.338,4.144371,0.8288742,0.160378
"242",3729844317.771,4.14407,0.828814,0.16212
"243",3729844318.207,4.147461,0.8294922,0.160764
"244",3729844318.639,4.129907,0.8259814,0.158004
"245",3729844319.074,4.142009,0.8284018,0.1612
"246",3729844319.512,4.144437,0.8288874,0.159858
"247",3729844319.948,4.155286,0.8310572,0.159528
"248",3729844320.389,4.147711,0.8295422,0.162069
"249",3729844320.818,4.147087,0.8294174,0.158646
"250",3729844321.256,4.148979,0.8297958,0.159957
"251",3729844321.691,4.14093,0.828186,0.161425
"252",3729844322.126,4.148842,0.8297684,0.160045
"253",3729844322.561,4.151382,0.8302764,0.162152
"254",3729844322.995,4.146786,0.8293572,0.160285
"255",3729844323.432,4.149744,0.8299488,0.159213
"256",3729844323.868,4.143506,0.8287012,0.161821
"257",3729844324.304,4.152766,0.8305532,0.160327
"258",3729844324.744,4.14471,0.828942,0.159554
"259",3729844325.18,4.148528,0.8297056,0.162468
"260",3729844325.616,4.150594,0.8301188,0.161374
"261",3729844326.053,4.157568,0.8315136,0.163618
"262",3729844326.489,4.155699,0.8311398,0.160927
"263",3729844326.927,4.152739,0.8305478,0.162453
"264",3729844327.363,4.161741,0.8323482,0.162994
"265",3729844327.803,4.156461,0.8312922,0.161766
"266",3729844328.234,4.154457,0.8308914,0.161683
"267",3729844328.676,4.157974,0.8315948,0.159929
"268",3729844329.111,4.150153,0.8300306,0.161385
"269",3729844329.547,4.153442,0.8306884,0.160106
"270",3729844329.977,4.165809,0.8331618,0.160068
"271",3729844330.416,4.165818,0.8331636,0.161704
"272",3729844330.854,4.168016,0.8336032,0.161669
"273",3729844331.294,4.158273,0.8316546,0.159932
"274",3729844331.733,4.169225,0.833845,0.159978
"275",3729844332.169,4.176652,0.8353304,0.163285
"276",3729844332.609,4.170711,0.8341422,0.163558
"277",3729844333.044,4.174033,0.8348066,0.16193
"278",3729844333.472,4.188134,0.8376268,0.162149
"279",3729844333.906,4.191937,0.8383874,0.163591
"280",3729844334.341,4.197842,0.8395684,0.162835
"281",3729844334.776,4.194204,0.8388408,0.163827
"282",3729844335.213,4.197987,0.8395974,0.16134
"283",3729844335.652,4.207668,0.8415336,0.162837
"284",3729844336.092,4.206217,0.8412434,0.160959
"285",3729844336.527,4.211438,0.8422876,0.161929
"286",3729844336.968,4.208982,0.8417964,0.162343
"287",3729844337.404,4.20882,0.841764,0.161246
"288",3729844337.833,4.214714,0.8429428,0.160934
"289",3729844338.26,4.22215,0.84443,0.161003
"290",3729844338.691,4.214251,0.8428502,0.165172
"291",3729844339.127,4.211067,0.8422134,0.164339
"292",3729844339.559,4.209871,0.8419742,0.164118
