3729842892.317000	0.104424	2.570991
3729842892.761000	0.108614	2.567816
3729842893.197000	0.103106	2.590633
3729842893.632000	0.104672	2.588289
3729842894.065000	0.103631	2.609680
3729842894.500000	0.104620	2.596143
3729842894.940000	0.101716	2.610205
3729842895.376000	0.105045	2.597842
3729842895.811000	0.104870	2.596598
3729842896.248000	0.103005	2.611694
3729842896.680000	0.103329	2.608359
3729842897.115000	0.106197	2.613297
3729842897.539000	0.104608	2.629870
3729842897.963000	0.107496	2.629356
3729842898.386000	0.144807	2.553682
3729842898.809000	0.105191	2.624033
3729842899.232000	0.105633	2.630990
3729842899.656000	0.121337	2.691006
3729842900.077000	0.127848	2.625503
3729842900.500000	0.143792	2.580117
3729842900.923000	0.120847	2.623535
3729842901.346000	0.107872	2.616823
3729842901.769000	0.102402	2.633350
3729842902.191000	0.107221	2.625677
3729842902.614000	0.106231	2.661359
3729842903.037000	0.103551	2.740152
3729842903.459000	0.126144	2.648225
3729842903.883000	0.141065	2.641342
3729842904.305000	0.107526	2.637439
3729842904.727000	0.110094	2.640146
3729842905.150000	0.108680	2.629897
3729842905.571000	0.106484	2.644756
3729842905.994000	0.108537	2.653637
3729842906.415000	0.109144	2.640124
3729842906.838000	0.107781	2.642391
3729842907.259000	0.108207	2.642221
3729842907.681000	0.107892	2.653151
3729842908.104000	0.105926	2.639288
3729842908.526000	0.108234	2.641430
3729842908.948000	0.109497	2.650619
3729842909.374000	0.135054	2.663509
3729842909.808000	0.104116	2.652536
3729842910.244000	0.105115	2.659726
3729842910.679000	0.105712	2.651998
3729842911.117000	0.105055	2.657326
3729842911.553000	0.105210	2.661987
3729842911.987000	0.104720	2.681293
3729842912.425000	0.105946	2.704700
3729842912.861000	0.102650	2.695418
3729842913.298000	0.103336	2.696435
3729842913.734000	0.104162	2.669204
3729842914.170000	0.103521	2.690981
3729842914.605000	0.105845	2.673615
3729842915.041000	0.104428	2.668645
3729842915.470000	0.105838	2.706213
3729842915.905000	0.111294	2.699856
3729842916.342000	0.105961	2.707916
3729842916.774000	0.109501	2.707211
3729842917.210000	0.108764	2.706870
3729842917.647000	0.104899	2.713195
3729842918.087000	0.106832	2.704255
3729842918.520000	0.106223	2.712477
3729842918.955000	0.110639	2.700886
3729842919.385000	0.108824	2.725577
3729842919.819000	0.105865	2.729936
3729842920.255000	0.110922	2.731952
3729842920.691000	0.109956	2.772079
3729842921.127000	0.109766	2.787650
3729842921.561000	0.110442	2.799290
3729842921.986000	0.108022	2.793924
3729842922.420000	0.107972	2.795269
3729842922.855000	0.110150	2.799684
3729842923.291000	0.110128	2.805678
3729842923.721000	0.109268	2.788832
3729842924.156000	0.108966	2.796590
3729842924.591000	0.112500	2.808874
3729842925.030000	0.111735	2.833260
3729842925.467000	0.113402	2.847602
3729842925.905000	0.112976	2.846922
3729842926.342000	0.112431	2.866273
3729842926.778000	0.111896	2.870436
3729842927.216000	0.110570	2.856788
3729842927.653000	0.113206	2.852821
3729842928.089000	0.109725	2.854683
3729842928.525000	0.110998	2.862264
3729842928.966000	0.108649	2.876017
3729842929.402000	0.114428	2.911635
3729842929.838000	0.114808	2.915417
3729842930.281000	0.115295	2.920025
3729842930.722000	0.115871	2.931907
3729842931.158000	0.112300	2.943116
3729842931.593000	0.114513	2.946692
3729842932.029000	0.115609	2.942086
3729842932.460000	0.114746	2.941936
3729842932.895000	0.114076	2.950962
3729842933.332000	0.115435	2.954914
3729842933.769000	0.115348	2.956270
3729842934.205000	0.113552	2.989338
3729842934.640000	0.116379	2.986011
3729842935.076000	0.117097	2.990429
3729842935.506000	0.112659	2.981958
3729842935.939000	0.115031	2.985341
3729842936.375000	0.120713	2.984292
3729842936.801000	0.116954	2.996226
3729842937.236000	0.116678	3.009250
3729842937.671000	0.118078	3.001661
3729842938.108000	0.113156	3.017936
3729842938.543000	0.117269	3.008947
3729842938.979000	0.115435	3.023176
3729842939.408000	0.116602	3.018293
3729842939.842000	0.117960	3.015503
3729842940.283000	0.117821	3.031428
3729842940.719000	0.116840	3.058072
3729842941.160000	0.119023	3.039364
3729842941.596000	0.118263	3.032272
3729842942.033000	0.115507	3.025824
3729842942.469000	0.117484	3.032340
3729842942.907000	0.115621	3.028018
3729842943.343000	0.118790	3.056388
3729842943.781000	0.119710	3.058854
3729842944.219000	0.117545	3.063530
3729842944.655000	0.117525	3.073098
3729842945.090000	0.119368	3.080207
3729842945.526000	0.119887	3.076814
3729842945.965000	0.120481	3.068466
3729842946.396000	0.122355	3.079492
3729842946.829000	0.119790	3.101103
3729842947.262000	0.122225	3.098925
3729842947.688000	0.119845	3.093884
3729842948.121000	0.120833	3.106489
3729842948.555000	0.122125	3.140654
3729842948.992000	0.123525	3.138417
3729842949.425000	0.121355	3.140371
3729842949.858000	0.120304	3.143240
3729842950.282000	0.122609	3.160993
3729842950.706000	0.124316	3.161608
3729842951.139000	0.119505	3.143672
3729842951.574000	0.123405	3.156494
3729842952.002000	0.121939	3.157229
3729842952.429000	0.123244	3.139927
3729842952.866000	0.124054	3.152739
3729842953.302000	0.120097	3.142026
3729842953.740000	0.123274	3.154927
3729842954.177000	0.121536	3.166061
3729842954.613000	0.123152	3.182763
3729842955.048000	0.125455	3.198414
3729842955.484000	0.124898	3.210657
3729842955.920000	0.123496	3.212870
3729842956.355000	0.124817	3.200013
3729842956.791000	0.123658	3.223060
3729842957.223000	0.122976	3.246746
3729842957.658000	0.124789	3.224113
3729842958.094000	0.126233	3.245207
3729842958.529000	0.123656	3.232738
3729842958.967000	0.121090	3.259095
3729842959.407000	0.123087	3.247207
3729842959.843000	0.123945	3.243259
3729842960.278000	0.124463	3.268535
3729842960.714000	0.124805	3.243987
3729842961.152000	0.126304	3.269952
3729842961.588000	0.126574	3.270545
3729842962.023000	0.124672	3.271373
3729842962.459000	0.125940	3.276903
3729842962.896000	0.125735	3.308401
3729842963.332000	0.130127	3.313956
3729842963.768000	0.129734	3.319561
3729842964.204000	0.129878	3.330116
3729842964.638000	0.128489	3.321206
3729842965.074000	0.129605	3.325152
3729842965.510000	0.125261	3.325295
3729842965.945000	0.126763	3.319794
3729842966.381000	0.128191	3.337014
3729842966.815000	0.125958	3.313552
3729842967.240000	0.126971	3.324195
3729842967.674000	0.129488	3.325216
3729842968.109000	0.131439	3.350004
3729842968.539000	0.130088	3.362994
3729842968.973000	0.131127	3.383105
3729842969.402000	0.130409	3.374146
3729842969.839000	0.131136	3.380703
3729842970.280000	0.131212	3.386068
3729842970.715000	0.130037	3.377776
3729842971.156000	0.129009	3.387382
3729842971.592000	0.128113	3.384322
3729842972.028000	0.129688	3.389136
3729842972.464000	0.131754	3.385327
3729842972.899000	0.131693	3.394859
3729842973.340000	0.127707	3.398035
3729842973.777000	0.130919	3.413477
3729842974.217000	0.130379	3.427074
3729842974.656000	0.133289	3.441922
3729842975.092000	0.133120	3.431638
3729842975.528000	0.126276	3.416665
3729842975.965000	0.130727	3.449713
3729842976.404000	0.132410	3.457814
3729842976.839000	0.131297	3.464248
3729842977.279000	0.132858	3.481654
3729842977.716000	0.130310	3.486888
3729842978.154000	0.133789	3.473060
3729842978.596000	0.131550	3.474680
3729842979.032000	0.132914	3.480095
3729842979.468000	0.131931	3.470188
3729842979.908000	0.132095	3.478806
3729842980.344000	0.134703	3.481797
3729842980.780000	0.133005	3.476984
3729842981.215000	0.134882	3.490993
3729842981.650000	0.134011	3.472728
