"","time","ISense [mV]","Current [A]","USample [mV]"
"42",3729844623.507,2.888754,0.5777508,0.116003
"43",3729844623.944,2.880867,0.5761734,0.117967
"44",3729844624.379,2.894226,0.5788452,0.115388
"45",3729844624.815,2.9581,0.59162,0.118471
"46",3729844625.251,2.969444,0.5938888,0.118747
"47",3729844625.686,2.971843,0.5943686,0.119986
"48",3729844626.123,2.994896,0.5989792,0.121207
"49",3729844626.559,3.03769,0.607538,0.119943
"50",3729844626.989,3.036728,0.6073456,0.122391
"51",3729844627.421,3.034382,0.6068764,0.12119
"52",3729844627.865,3.060888,0.6121776,0.121812
"53",3729844628.302,3.064952,0.6129904,0.125794
"54",3729844628.739,3.127514,0.6255028,0.12456
"55",3729844629.174,3.133404,0.6266808,0.12522
"56",3729844629.61,3.15032,0.630064,0.124709
"57",3729844630.046,3.18893,0.637786,0.125346
"58",3729844630.488,3.19262,0.638524,0.129406
"59",3729844630.923,3.194035,0.638807,0.126794
"60",3729844631.359,3.215569,0.6431138,0.12863
"61",3729844631.795,3.237406,0.6474812,0.131402
"62",3729844632.235,3.255407,0.6510814,0.130655
"63",3729844632.67,3.274351,0.6548702,0.129709
"64",3729844633.111,3.285686,0.6571372,0.131741
"65",3729844633.547,3.294507,0.6589014,0.130436
"66",3729844633.981,3.323566,0.6647132,0.130486
"67",3729844634.415,3.347653,0.6695306,0.13415
"68",3729844634.852,3.355756,0.6711512,0.132552
"69",3729844635.29,3.363743,0.6727486,0.13415
"70",3729844635.726,3.368518,0.6737036,0.136898
"71",3729844636.165,3.357384,0.6714768,0.133999
"72",3729844636.601,3.369306,0.6738612,0.134411
"73",3729844637.03,3.383095,0.676619,0.134956
"74",3729844637.464,3.433673,0.6867346,0.135042
"75",3729844637.9,3.446041,0.6892082,0.136884
"76",3729844638.336,3.444182,0.6888364,0.136915
"77",3729844638.771,3.443623,0.6887246,0.136782
"78",3729844639.207,3.4459,0.68918,0.137918
"79",3729844639.642,3.44684,0.689368,0.136826
"80",3729844640.078,3.451087,0.6902174,0.136204
"81",3729844640.514,3.445161,0.6890322,0.135738
"82",3729844640.95,3.49398,0.698796,0.135982
"83",3729844641.386,3.510039,0.7020078,0.138628
"84",3729844641.822,3.51043,0.702086,0.137743
"85",3729844642.252,3.513203,0.7026406,0.136206
"86",3729844642.686,3.515473,0.7030946,0.138088
"87",3729844643.122,3.507328,0.7014656,0.141278
"88",3729844643.557,3.523603,0.7047206,0.137903
"89",3729844643.994,3.557177,0.7114354,0.141692
"90",3729844644.43,3.56589,0.713178,0.140971
"91",3729844644.865,3.576712,0.7153424,0.141189
"92",3729844645.301,3.578765,0.715753,0.14105
"93",3729844645.738,3.579706,0.7159412,0.143293
"94",3729844646.174,3.585084,0.7170168,0.139114
"95",3729844646.611,3.582418,0.7164836,0.138772
"96",3729844647.04,3.599696,0.7199392,0.142178
"97",3729844647.474,3.638772,0.7277544,0.141818
"98",3729844647.911,3.668547,0.7337094,0.144938
"99",3729844648.347,3.670112,0.7340224,0.143587
"100",3729844648.782,3.671397,0.7342794,0.142491
"101",3729844649.218,3.676566,0.7353132,0.145477
"102",3729844649.654,3.709933,0.7419866,0.145402
"103",3729844650.089,3.733379,0.7466758,0.147311
"104",3729844650.524,3.751244,0.7502488,0.147552
"105",3729844650.953,3.754062,0.7508124,0.149392
"106",3729844651.388,3.75351,0.750702,0.149823
"107",3729844651.823,3.751946,0.7503892,0.151121
"108",3729844652.261,3.767652,0.7535304,0.149313
"109",3729844652.695,3.771004,0.7542008,0.153269
"110",3729844653.137,3.809285,0.761857,0.151269
"111",3729844653.567,3.86294,0.772588,0.152214
"112",3729844653.998,3.864951,0.7729902,0.152701
"113",3729844654.433,3.867757,0.7735514,0.154819
"114",3729844654.868,3.86481,0.772962,0.152524
"115",3729844655.315,3.861442,0.7722884,0.15458
"116",3729844655.751,3.873346,0.7746692,0.154332
"117",3729844656.186,3.947542,0.7895084,0.155545
"118",3729844656.621,3.982178,0.7964356,0.158984
"119",3729844657.059,3.986121,0.7972242,0.160388
"120",3729844657.484,3.981897,0.7963794,0.159016
"121",3729844657.918,3.97221,0.794442,0.158876
"122",3729844658.357,3.971288,0.7942576,0.159196
"123",3729844658.792,3.999654,0.7999308,0.158138
"124",3729844659.236,4.060643,0.8121286,0.16262
"125",3729844659.671,4.064042,0.8128084,0.163151
"126",3729844660.108,4.062473,0.8124946,0.164196
"127",3729844660.542,4.065618,0.8131236,0.162345
"128",3729844660.974,4.061082,0.8122164,0.163167
"129",3729844661.408,4.08619,0.817238,0.162721
"130",3729844661.833,4.126099,0.8252198,0.165241
"131",3729844662.257,4.14447,0.828894,0.168287
"132",3729844662.69,4.124454,0.8248908,0.167837
"133",3729844663.125,4.133347,0.8266694,0.165771
"134",3729844663.561,4.126814,0.8253628,0.165182
"135",3729844663.992,4.126003,0.8252006,0.165459
"136",3729844664.426,4.119517,0.8239034,0.163119
"137",3729844664.863,4.115564,0.8231128,0.164351
"138",3729844665.299,4.116409,0.8232818,0.165604
"139",3729844665.735,4.123226,0.8246452,0.164463
"140",3729844666.17,4.119752,0.8239504,0.164038
"141",3729844666.611,4.130136,0.8260272,0.164126
"142",3729844667.047,4.122972,0.8245944,0.163681
"143",3729844667.479,4.123064,0.8246128,0.16487
"144",3729844667.913,4.127687,0.8255374,0.1659
"145",3729844668.351,4.133154,0.8266308,0.165257
"146",3729844668.786,4.129525,0.825905,0.165954
"147",3729844669.223,4.127766,0.8255532,0.166155
"148",3729844669.657,4.123301,0.8246602,0.164206
"149",3729844670.093,4.127123,0.8254246,0.167698
"150",3729844670.528,4.124975,0.824995,0.166329
"151",3729844670.965,4.124316,0.8248632,0.163094
"152",3729844671.401,4.126482,0.8252964,0.165799
"153",3729844671.837,4.132282,0.8264564,0.165109
"154",3729844672.266,4.12035,0.82407,0.164362
"155",3729844672.703,4.134411,0.8268822,0.164901
"156",3729844673.138,4.124049,0.8248098,0.165258
"157",3729844673.573,4.133303,0.8266606,0.163527
"158",3729844674.007,4.132228,0.8264456,0.164303
"159",3729844674.442,4.131852,0.8263704,0.166608
"160",3729844674.878,4.134045,0.826809,0.166401
"161",3729844675.314,4.132393,0.8264786,0.163818
"162",3729844675.75,4.13572,0.827144,0.164336
"163",3729844676.186,4.142723,0.8285446,0.1645
"164",3729844676.622,4.140367,0.8280734,0.165916
"165",3729844677.05,4.129585,0.825917,0.163129
"166",3729844677.485,4.139673,0.8279346,0.167472
"167",3729844677.918,4.138546,0.8277092,0.16441
"168",3729844678.355,4.146354,0.8292708,0.165052
"169",3729844678.792,4.150264,0.8300528,0.164851
"170",3729844679.231,4.156367,0.8312734,0.163498
"171",3729844679.667,4.144762,0.8289524,0.166681
"172",3729844680.109,4.15356,0.830712,0.16399
"173",3729844680.551,4.148395,0.829679,0.16699
"174",3729844680.978,4.145197,0.8290394,0.165286
"175",3729844681.411,4.134461,0.8268922,0.164771
"176",3729844681.841,4.127386,0.8254772,0.165593
"177",3729844682.268,4.135201,0.8270402,0.164659
"178",3729844682.702,4.137798,0.8275596,0.163397
"179",3729844683.138,4.150982,0.8301964,0.165358
"180",3729844683.577,4.152945,0.830589,0.165968
"181",3729844684.009,4.151755,0.830351,0.167441
"182",3729844684.44,4.155453,0.8310906,0.16643
"183",3729844684.875,4.150459,0.8300918,0.165985
"184",3729844685.31,4.150131,0.8300262,0.165497
"185",3729844685.746,4.153905,0.830781,0.168687
"186",3729844686.177,4.155549,0.8311098,0.164503
"187",3729844686.607,4.150555,0.830111,0.166527
"188",3729844687.04,4.152191,0.8304382,0.165788
"189",3729844687.479,4.148291,0.8296582,0.167664
"190",3729844687.915,4.14806,0.829612,0.168207
"191",3729844688.351,4.143975,0.828795,0.164696
"192",3729844688.784,4.13402,0.826804,0.166517
"193",3729844689.219,4.133919,0.8267838,0.165423
"194",3729844689.649,4.136458,0.8272916,0.163288
"195",3729844690.073,4.128919,0.8257838,0.164934
"196",3729844690.506,4.139313,0.8278626,0.163629
"197",3729844690.945,4.130679,0.8261358,0.165414
"198",3729844691.382,4.119482,0.8238964,0.165975
"199",3729844691.82,4.127908,0.8255816,0.165179
"200",3729844692.25,4.132911,0.8265822,0.163404
"201",3729844692.685,4.132893,0.8265786,0.165463
"202",3729844693.121,4.134043,0.8268086,0.163838
"203",3729844693.556,4.128933,0.8257866,0.165117
"204",3729844693.991,4.123329,0.8246658,0.166415
"205",3729844694.429,4.124384,0.8248768,0.16557
"206",3729844694.866,4.119928,0.8239856,0.164627
"207",3729844695.303,4.128275,0.825655,0.164069
"208",3729844695.739,4.132274,0.8264548,0.161086
"209",3729844696.176,4.134362,0.8268724,0.164002
"210",3729844696.612,4.133347,0.8266694,0.163215
"211",3729844697.042,4.135306,0.8270612,0.164536
"212",3729844697.468,4.145289,0.8290578,0.165416
"213",3729844697.89,4.15199,0.830398,0.165587
"214",3729844698.313,4.162626,0.8325252,0.16548
"215",3729844698.736,4.161288,0.8322576,0.167862
"216",3729844699.159,4.162,0.8324,0.170508
"217",3729844699.58,4.167403,0.8334806,0.169743
"218",3729844700.003,4.155181,0.8310362,0.167386
"219",3729844700.425,4.162809,0.8325618,0.165379
"220",3729844700.848,4.160862,0.8321724,0.170885
"221",3729844701.271,4.141646,0.8283292,0.170914
"222",3729844701.694,4.147814,0.8295628,0.169791
"223",3729844702.117,4.149015,0.829803,0.165029
"224",3729844702.54,4.168966,0.8337932,0.165131
"225",3729844702.963,4.148019,0.8296038,0.166923
"226",3729844703.385,4.320172,0.8640344,0.167218
"227",3729844703.806,4.155986,0.8311972,0.164107
"228",3729844704.235,4.149293,0.8298586,0.165076
"229",3729844704.658,4.154067,0.8308134,0.167604
"230",3729844705.079,4.152204,0.8304408,0.168457
"231",3729844705.502,4.161059,0.8322118,0.168352
"232",3729844705.924,4.152584,0.8305168,0.167347
"233",3729844706.346,4.146242,0.8292484,0.16626
"234",3729844706.769,4.156996,0.8313992,0.16846
"235",3729844707.192,4.156298,0.8312596,0.170014
"236",3729844707.615,4.156888,0.8313776,0.169057
"237",3729844708.038,4.160084,0.8320168,0.164756
"238",3729844708.461,4.172476,0.8344952,0.165375
"239",3729844708.884,4.169329,0.8338658,0.16952
"240",3729844709.307,4.169463,0.8338926,0.170145
"241",3729844709.741,4.149481,0.8298962,0.166578
"242",3729844710.178,4.140436,0.8280872,0.164149
"243",3729844710.614,4.144347,0.8288694,0.167864
"244",3729844711.045,4.150575,0.830115,0.168591
"245",3729844711.482,4.135214,0.8270428,0.166993
"246",3729844711.921,4.142868,0.8285736,0.164128
"247",3729844712.355,4.151842,0.8303684,0.166192
"248",3729844712.79,4.147845,0.829569,0.168143
"249",3729844713.225,4.149499,0.8298998,0.168979
"250",3729844713.66,4.163406,0.8326812,0.166732
"251",3729844714.096,4.154501,0.8309002,0.167571
"252",3729844714.533,4.15059,0.830118,0.168446
"253",3729844714.968,4.158622,0.8317244,0.170253
"254",3729844715.404,4.176618,0.8353236,0.169757
"255",3729844715.839,4.176297,0.8352594,0.16874
"256",3729844716.275,4.193806,0.8387612,0.170468
"257",3729844716.711,4.191108,0.8382216,0.171057
"258",3729844717.146,4.193807,0.8387614,0.171117
"259",3729844717.583,4.209719,0.8419438,0.167673
"260",3729844718.018,4.204581,0.8409162,0.16778
"261",3729844718.454,4.206495,0.841299,0.168752
"262",3729844718.89,4.192446,0.8384892,0.167109
"263",3729844719.325,4.199753,0.8399506,0.167953
"264",3729844719.758,4.206128,0.8412256,0.170645
