3729836051.403000	0.000044	-0.000046	1.716059	-0.042174	-7.614452	-1.094819
3729836051.448000	0.000009	-0.000007	0.136981	-0.071613	-8.522245	-1.381520
3729836051.498000	0.000040	-0.000053	0.937227	-0.036396	-7.686839	-1.122336
3729836051.548000	0.000004	0.000010	0.139804	-0.036414	-8.197698	-1.329063
3729836051.598000	0.000032	-0.000049	0.435214	-0.031228	-7.657706	-1.135190
3729836051.648000	0.000007	-0.000008	0.072497	-0.084600	-8.153604	-1.303626
3729836051.697000	0.000018	-0.000058	0.256084	-0.022848	-7.664657	-1.151673
3729836051.748000	0.000003	0.000000	0.077861	-0.063305	-7.870958	-1.246900
3729836051.798000	0.000039	-0.000054	2.147993	-0.039588	-7.586800	-1.093862
3729836051.847000	0.000011	-0.000002	0.282316	-0.100357	-8.197230	-1.305122
3729836051.898000	0.000033	-0.000048	1.173521	-0.034361	-7.567254	-1.108100
3729836051.952000	0.000006	0.000001	0.191482	-0.059510	-8.052341	-1.282800
3729836052.002000	0.000033	-0.000049	1.122108	-0.034163	-7.584581	-1.109873
3729836052.058000	-0.000004	0.000004	0.097330	-0.005043	-7.533655	-1.259514
3729836052.108000	0.000055	-0.000040	2.592087	-0.048723	-7.327406	-0.304777
3729836052.157000	-0.000001	0.000006	0.864977	-0.012438	-8.019822	-1.213675
3729836052.204000	0.000054	-0.000035	2.192601	-0.047204	-7.707854	-0.808867
3729836052.257000	0.000001	-0.000007	0.257443	-0.016485	-8.599701	-1.386071
3729836052.307000	0.000054	-0.000035	1.130640	-0.047032	-7.741533	-0.690852
3729836052.358000	0.000001	0.000013	0.147813	-0.012498	-8.648004	-1.403367
3729836052.406000	0.000041	-0.000054	0.520337	-0.037520	-7.793319	-1.146605
3729836052.457000	0.000005	0.000006	0.149323	-0.037541	-8.472349	-1.388856
3729836052.507000	0.000049	-0.000040	1.214818	-0.043852	-7.714209	-1.102427
3729836052.557000	0.000006	0.000009	0.197165	-0.037938	-8.547296	-1.399724
3729836052.607000	0.000055	-0.000035	1.183665	-0.044986	-7.702817	-0.868443
3729836052.658000	-0.000001	0.000015	0.186130	-0.007647	-8.605235	-1.418678
3729836052.707000	0.000048	-0.000044	0.497413	-0.041746	-7.791269	-1.126348
3729836052.757000	0.000004	-0.000006	0.118209	-0.021085	-8.464235	-1.380493
3729836052.802000	0.000038	-0.000055	0.618428	-0.036424	-7.768357	-1.148577
3729836052.852000	0.000006	0.000004	0.151927	-0.053685	-8.302556	-1.335743
3729836052.902000	0.000047	-0.000045	1.723941	-0.044882	-7.723003	-1.109219
3729836052.951000	0.000011	-0.000014	0.317221	-0.094878	-8.542932	-1.392676
3729836053.002000	0.000043	-0.000050	1.035663	-0.039991	-7.719411	-1.120627
3729836053.052000	0.000003	0.000004	0.104225	-0.019842	-8.099471	-1.309436
3729836053.104000	0.000052	-0.000035	2.379716	-0.045626	-8.293030	-0.141164
3729836053.151000	0.000014	-0.000012	1.609598	-0.097927	-9.005191	-1.386487
3729836053.201000	0.000035	-0.000053	0.606455	-0.036229	-7.864403	-1.166371
3729836053.252000	0.000003	0.000012	0.075453	-0.032118	-8.088106	-1.288450
3729836053.302000	0.000035	-0.000053	1.656822	-0.037157	-7.695516	-1.119931
3729836053.352000	0.000004	0.000006	0.224401	-0.047323	-8.197412	-1.313704
3729836053.401000	0.000031	-0.000050	0.869095	-0.033209	-7.620286	-1.117365
3729836053.452000	0.000005	0.000007	0.132854	-0.051588	-8.064344	-1.284558
3729836053.502000	0.000036	-0.000053	1.431015	-0.036010	-7.605901	-1.105980
3729836053.552000	0.000003	0.000011	0.138697	-0.051966	-8.096949	-1.297895
3729836053.601000	0.000029	-0.000049	0.830806	-0.031780	-7.620383	-1.123281
3729836053.651000	0.000009	-0.000007	0.208633	-0.090916	-8.048299	-1.279655
3729836053.701000	0.000016	-0.000061	0.543108	-0.024530	-7.657079	-1.142112
3729836053.752000	0.000004	-0.000004	0.064803	-0.064091	-7.889062	-1.238684
3729836053.802000	0.000039	-0.000051	2.524519	-0.044321	-7.542639	-1.080884
3729836053.851000	0.000007	-0.000006	0.165569	-0.072930	-8.300821	-1.324375
3729836053.902000	0.000036	-0.000054	1.375111	-0.038131	-7.656047	-1.113439
3729836053.951000	0.000009	-0.000011	0.252430	-0.079892	-8.346309	-1.338961
3729836053.997000	0.000018	-0.000059	0.244918	-0.025740	-7.696807	-1.156254
3729836054.048000	0.000003	0.000001	0.109599	-0.060467	-7.903688	-1.243882
3729836054.098000	0.000021	-0.000058	0.539171	-0.025722	-7.607533	-1.133992
3729836054.148000	0.000006	-0.000008	0.148773	-0.083104	-7.927640	-1.250199
3729836054.198000	0.000011	-0.000063	0.275335	-0.019943	-7.587607	-1.134008
3729836054.248000	0.000010	-0.000002	0.181933	-0.090552	-7.835106	-1.228862
3729836054.298000	0.000013	-0.000060	0.632059	-0.023487	-7.557280	-1.121666
3729836054.348000	0.000017	0.000005	0.209015	-0.104454	-7.850717	-1.204901
3729836054.399000	0.000034	-0.000052	2.723372	-0.040980	-7.525021	-1.078230
3729836054.448000	0.000018	0.000004	0.345642	-0.104388	-8.156434	-1.272021
3729836054.498000	0.000026	-0.000051	1.274272	-0.033011	-7.628532	-1.124235
3729836054.548000	0.000009	-0.000008	0.230396	-0.082380	-8.042254	-1.274555
3729836054.598000	0.000014	-0.000061	0.178081	-0.020503	-7.616295	-1.138540
3729836054.647000	0.000017	0.000006	0.176927	-0.104275	-7.906160	-1.219286
3729836054.698000	0.000031	-0.000049	2.560521	-0.039525	-7.544844	-1.091692
3729836054.747000	0.000007	-0.000010	0.249682	-0.075125	-8.119098	-1.286183
3729836054.798000	0.000029	-0.000049	0.783704	-0.030215	-7.573922	-1.120980
3729836054.847000	0.000021	0.000004	0.203182	-0.104450	-8.059843	-1.248469
3729836054.898000	0.000017	-0.000059	0.767994	-0.027244	-7.597131	-1.132251
3729836054.953000	0.000017	0.000005	0.188704	-0.104511	-7.976604	-1.218862
3729836055.007000	0.000032	-0.000049	2.592158	-0.038110	-7.562753	-1.096669
3729836055.057000	-0.000005	-0.000003	0.163463	-0.006699	-7.422946	-1.175517
3729836055.109000	0.000058	-0.000041	2.727083	-0.049348	-7.643324	-0.093538
3729836055.157000	0.000006	0.000011	1.713425	-0.036510	-8.583302	-1.318341
3729836055.208000	0.000049	-0.000041	1.833767	-0.044448	-7.788937	-1.111484
3729836055.258000	0.000003	-0.000002	0.148449	-0.020743	-8.384780	-1.374506
3729836055.307000	0.000037	-0.000055	0.514477	-0.034596	-7.693744	-1.131268
