3729844212.803000	0.103990	2.616455
3729844213.245000	0.100391	2.609361
3729844213.681000	0.104565	2.601638
3729844214.117000	0.102052	2.602291
3729844214.550000	0.101828	2.619130
3729844214.986000	0.103443	2.613565
3729844215.421000	0.103464	2.622937
3729844215.860000	0.106489	2.613711
3729844216.302000	0.100514	2.610323
3729844216.742000	0.103746	2.613819
3729844217.176000	0.104741	2.616929
3729844217.610000	0.105220	2.635678
3729844218.046000	0.104282	2.611742
3729844218.478000	0.104646	2.633745
3729844218.920000	0.106279	2.608565
3729844219.356000	0.103542	2.622035
3729844219.789000	0.100747	2.628204
3729844220.227000	0.104407	2.629813
3729844220.665000	0.103703	2.622978
3729844221.106000	0.103564	2.632756
3729844221.545000	0.102354	2.637162
3729844221.986000	0.104822	2.650149
3729844222.417000	0.103433	2.637081
3729844222.851000	0.103972	2.656690
3729844223.287000	0.101080	2.650676
3729844223.722000	0.106167	2.663200
3729844224.157000	0.101225	2.675169
3729844224.594000	0.103639	2.658586
3729844225.030000	0.104066	2.675283
3729844225.466000	0.107945	2.678490
3729844225.901000	0.106090	2.694596
3729844226.337000	0.106903	2.678270
3729844226.772000	0.107931	2.705994
3729844227.198000	0.103141	2.711413
3729844227.628000	0.105367	2.691656
3729844228.063000	0.103462	2.705385
3729844228.499000	0.105709	2.693295
3729844228.935000	0.103755	2.713786
3729844229.364000	0.105951	2.725333
3729844229.800000	0.105520	2.732687
3729844230.237000	0.105676	2.746326
3729844230.672000	0.106775	2.729973
3729844231.107000	0.107055	2.746632
3729844231.548000	0.109216	2.751979
3729844231.984000	0.105727	2.758582
3729844232.420000	0.106447	2.786414
3729844232.860000	0.109392	2.789689
3729844233.296000	0.108620	2.813542
3729844233.736000	0.109315	2.830034
3729844234.172000	0.113316	2.837810
3729844234.608000	0.108439	2.832197
3729844235.043000	0.110979	2.858500
3729844235.479000	0.110009	2.862656
3729844235.920000	0.111602	2.875705
3729844236.361000	0.111726	2.914396
3729844236.788000	0.116041	2.952362
3729844237.215000	0.113334	2.940322
3729844237.648000	0.117396	2.943688
3729844238.084000	0.113568	2.948287
3729844238.520000	0.115553	2.993454
3729844238.955000	0.119689	3.034279
3729844239.385000	0.118953	3.079867
3729844239.819000	0.119944	3.053976
3729844240.253000	0.118798	3.062882
3729844240.689000	0.119126	3.089230
3729844241.125000	0.123337	3.122333
3729844241.561000	0.120663	3.145275
3729844241.997000	0.119086	3.169902
3729844242.430000	0.121122	3.163258
3729844242.864000	0.120486	3.122987
3729844243.299000	0.119615	3.156180
3729844243.736000	0.122445	3.161390
3729844244.172000	0.122448	3.164638
3729844244.615000	0.120094	3.178052
3729844245.052000	0.122631	3.146270
3729844245.488000	0.119192	3.177511
3729844245.923000	0.124084	3.212173
